sample_id,filename,fold,target,category,esc10,noise_type,noise_level_db,exposure_duration_hours,hour_of_day,day_of_week,hrv_score,sleep_quality_score,stress_level,cognitive_impact,fatigue_level,mental_health_impact,risk_category
3-156558-A-21,3-156558-A-21.wav,3,21,sneezing,True,human_activity,75.52,1.12,1,0,87.48,7.9,1.0,1.0,1.15,9.94,Low
3-156581-A-14,3-156581-A-14.wav,3,14,chirping_birds,False,natural,46.35,12.0,21,4,89.5,8.1,1.19,1.0,1.01,9.34,Low
3-156581-B-14,3-156581-B-14.wav,3,14,chirping_birds,False,natural,56.74,12.0,13,6,82.89,8.53,1.0,1.0,1.53,0.79,Low
3-156907-A-15,3-156907-A-15.wav,3,15,water_drops,False,natural,38.78,3.29,9,3,89.92,8.57,1.09,1.12,1.0,0.86,Low
3-157149-A-10,3-157149-A-10.wav,3,10,rain,True,natural,57.62,1.59,3,2,81.83,8.98,1.32,1.0,1.49,5.64,Low
3-157187-A-12,3-157187-A-12.wav,3,12,crackling_fire,True,natural,53.47,12.0,2,5,83.45,7.35,1.0,1.0,1.0,4.4,Low
3-157487-A-10,3-157487-A-10.wav,3,10,rain,True,natural,55.47,0.38,18,4,88.92,8.72,1.0,1.35,1.81,7.42,Low
3-157492-A-45,3-157492-A-45.wav,3,45,train,False,traffic,120.34,12.0,12,6,34.98,4.35,6.2,5.48,4.64,73.7,High
3-157615-A-10,3-157615-A-10.wav,3,10,rain,True,natural,57.1,0.28,23,4,83.74,7.78,1.3,1.64,1.88,7.12,Low
3-157695-A-0,3-157695-A-0.wav,3,0,dog,True,natural,68.1,0.28,2,4,90.45,8.77,1.41,1.02,1.0,6.07,Low
3-158056-A-31,3-158056-A-31.wav,3,31,mouse_click,False,human_activity,41.27,1.07,5,5,80.48,8.59,1.26,1.0,1.0,3.72,Low
3-158056-B-31,3-158056-B-31.wav,3,31,mouse_click,False,human_activity,34.5,2.48,16,1,85.42,8.86,1.55,1.0,1.0,6.86,Low
3-158476-A-12,3-158476-A-12.wav,3,12,crackling_fire,True,natural,48.69,0.38,6,0,86.66,9.46,1.03,1.17,1.0,1.06,Low
3-159346-A-36,3-159346-A-36.wav,3,36,vacuum_cleaner,False,human_activity,87.53,2.07,15,6,96.22,7.34,1.55,1.33,2.04,14.78,Low
3-159346-B-36,3-159346-B-36.wav,3,36,vacuum_cleaner,False,human_activity,81.95,0.58,1,2,92.44,7.14,1.0,1.42,1.0,10.79,Low
3-159347-A-36,3-159347-A-36.wav,3,36,vacuum_cleaner,False,human_activity,76.86,1.04,12,3,75.24,8.15,1.89,1.0,1.85,6.71,Low
3-159347-B-36,3-159347-B-36.wav,3,36,vacuum_cleaner,False,human_activity,81.03,0.71,4,5,80.02,8.14,1.38,1.38,2.34,6.66,Low
3-159348-A-36,3-159348-A-36.wav,3,36,vacuum_cleaner,False,human_activity,81.71,0.83,10,3,85.52,8.75,1.51,1.79,1.57,4.32,Low
3-159445-A-45,3-159445-A-45.wav,3,45,train,False,traffic,98.06,0.58,5,6,83.08,8.4,1.97,1.0,1.0,14.34,Low
3-159445-B-45,3-159445-B-45.wav,3,45,train,False,traffic,81.34,0.65,22,0,87.29,8.19,1.8,1.0,1.76,13.85,Low
3-160119-A-15,3-160119-A-15.wav,3,15,water_drops,False,natural,41.11,3.39,12,4,83.76,8.26,1.0,1.42,1.0,6.61,Low
3-160993-A-3,3-160993-A-3.wav,3,3,cow,False,natural,69.77,12.0,19,2,75.73,7.35,1.0,1.0,1.05,5.99,Low
3-161010-A-43,3-161010-A-43.wav,3,43,car_horn,False,traffic,109.99,1.32,0,5,71.0,7.78,3.1,1.25,2.49,24.23,Low
3-161500-A-17,3-161500-A-17.wav,3,17,pouring_water,False,natural,46.53,0.26,0,6,89.63,7.66,1.0,1.0,1.0,6.01,Low
3-162786-A-13,3-162786-A-13.wav,3,13,crickets,False,natural,36.72,12.0,1,4,89.48,9.5,1.0,1.0,2.03,3.25,Low
3-163288-A-1,3-163288-A-1.wav,3,1,rooster,True,natural,79.24,1.99,17,4,81.49,8.07,1.0,1.85,1.0,8.51,Low
3-163459-A-0,3-163459-A-0.wav,3,0,dog,True,natural,78.3,7.09,21,5,87.52,7.12,1.0,1.0,1.47,8.6,Low
3-163607-A-13,3-163607-A-13.wav,3,13,crickets,False,natural,42.41,5.1,12,2,74.38,8.75,1.02,1.03,1.4,2.29,Low
3-163607-B-13,3-163607-B-13.wav,3,13,crickets,False,natural,46.35,9.1,20,5,85.76,8.72,1.5,1.0,1.0,5.91,Low
3-163727-A-3,3-163727-A-3.wav,3,3,cow,False,natural,70.32,12.0,13,0,86.69,8.11,1.22,1.0,1.6,5.89,Low
3-164120-A-11,3-164120-A-11.wav,3,11,sea_waves,True,natural,74.88,3.89,0,4,82.26,8.47,1.0,1.0,1.0,3.09,Low
3-164216-A-6,3-164216-A-6.wav,3,6,hen,False,natural,68.74,1.52,4,4,88.13,9.1,1.73,1.0,1.0,0.0,Low
3-164216-B-6,3-164216-B-6.wav,3,6,hen,False,natural,77.51,2.67,20,4,80.52,7.95,1.53,1.0,1.0,11.68,Low
3-164216-C-6,3-164216-C-6.wav,3,6,hen,False,natural,77.02,3.18,12,2,78.16,7.94,1.01,1.24,1.0,5.14,Low
3-164592-A-15,3-164592-A-15.wav,3,15,water_drops,False,natural,31.28,0.4,4,6,75.97,8.13,1.27,1.0,1.0,4.09,Low
3-164593-A-15,3-164593-A-15.wav,3,15,water_drops,False,natural,31.21,1.06,22,5,77.95,8.61,1.0,1.23,1.0,9.06,Low
3-164594-A-15,3-164594-A-15.wav,3,15,water_drops,False,natural,38.48,4.48,1,3,85.99,8.73,1.0,1.61,1.0,5.73,Low
3-164595-A-15,3-164595-A-15.wav,3,15,water_drops,False,natural,33.22,0.78,22,5,85.06,8.99,1.23,1.69,1.1,3.37,Low
3-164630-A-11,3-164630-A-11.wav,3,11,sea_waves,True,natural,68.87,1.5,12,1,84.01,7.83,1.0,1.0,1.0,8.52,Low
3-164688-A-38,3-164688-A-38.wav,3,38,clock_tick,True,human_activity,27.29,3.1,13,5,85.66,8.39,1.58,1.49,1.0,2.16,Low
3-165856-A-41,3-165856-A-41.wav,3,41,chainsaw,True,construction,103.11,12.0,6,2,20.0,3.85,8.56,6.71,7.2,97.01,Severe
3-166125-A-23,3-166125-A-23.wav,3,23,breathing,False,human_activity,27.27,0.4,10,1,87.24,8.98,1.0,1.0,1.0,6.59,Low
3-166125-B-23,3-166125-B-23.wav,3,23,breathing,False,human_activity,28.57,0.76,2,5,85.96,8.43,1.43,1.44,1.0,3.53,Low
3-166324-A-15,3-166324-A-15.wav,3,15,water_drops,False,natural,32.1,0.1,20,5,78.28,8.18,1.53,1.64,1.02,4.49,Low
3-166326-A-15,3-166326-A-15.wav,3,15,water_drops,False,natural,30.71,2.68,16,0,86.47,7.85,1.0,1.0,1.0,0.0,Low
3-166422-A-11,3-166422-A-11.wav,3,11,sea_waves,True,natural,34.93,1.14,16,3,78.06,8.62,1.49,1.0,1.45,5.61,Low
3-166546-A-34,3-166546-A-34.wav,3,34,can_opening,False,human_activity,47.55,1.03,0,1,87.76,8.2,1.0,1.0,1.08,6.43,Low
3-166546-B-34,3-166546-B-34.wav,3,34,can_opening,False,human_activity,46.65,0.22,9,4,80.88,8.31,1.0,1.79,2.04,9.18,Low
3-167096-A-31,3-167096-A-31.wav,3,31,mouse_click,False,human_activity,35.72,6.56,3,5,84.34,8.9,1.0,1.02,1.0,1.38,Low
3-169907-A-29,3-169907-A-29.wav,3,29,drinking_sipping,False,human_activity,33.48,2.85,21,3,76.58,9.48,1.02,1.31,1.0,2.73,Low
3-170002-A-34,3-170002-A-34.wav,3,34,can_opening,False,human_activity,53.93,0.47,9,4,87.37,8.2,1.72,1.48,1.26,8.18,Low
3-170015-A-0,3-170015-A-0.wav,3,0,dog,True,natural,79.28,0.14,12,1,76.84,8.79,1.0,1.14,1.0,6.65,Low
3-170312-A-31,3-170312-A-31.wav,3,31,mouse_click,False,human_activity,34.59,0.22,7,3,85.3,9.03,1.13,1.0,1.0,4.07,Low
3-170377-A-38,3-170377-A-38.wav,3,38,clock_tick,True,human_activity,26.09,3.25,17,1,87.64,7.31,1.18,1.0,1.0,9.03,Low
3-170383-A-38,3-170383-A-38.wav,3,38,clock_tick,True,human_activity,25.0,0.9,17,2,89.63,7.85,1.55,1.27,1.94,7.05,Low
3-170574-A-30,3-170574-A-30.wav,3,30,door_wood_knock,False,human_activity,86.34,1.47,8,0,80.48,8.81,1.34,1.4,1.7,9.07,Low
3-170851-A-31,3-170851-A-31.wav,3,31,mouse_click,False,human_activity,31.78,2.01,4,0,91.18,8.89,1.51,1.0,1.0,6.75,Low
3-171012-A-38,3-171012-A-38.wav,3,38,clock_tick,True,human_activity,25.0,3.7,0,0,85.11,8.01,1.0,1.0,1.0,6.11,Low
3-171041-A-38,3-171041-A-38.wav,3,38,clock_tick,True,human_activity,25.0,0.41,4,0,82.98,8.29,1.0,1.0,1.0,4.12,Low
3-171281-A-6,3-171281-A-6.wav,3,6,hen,False,natural,77.12,5.16,15,2,81.2,8.23,1.03,1.0,1.0,7.22,Low
3-171937-A-34,3-171937-A-34.wav,3,34,can_opening,False,human_activity,61.53,1.12,2,0,81.14,8.1,1.0,1.22,1.0,4.27,Low
3-172179-A-31,3-172179-A-31.wav,3,31,mouse_click,False,human_activity,33.65,0.81,23,2,90.08,8.0,1.0,1.11,1.0,10.12,Low
3-172881-A-48,3-172881-A-48.wav,3,48,fireworks,False,human_activity,122.85,1.06,14,4,66.7,7.47,2.08,2.77,1.81,19.42,Low
3-172922-A-48,3-172922-A-48.wav,3,48,fireworks,False,human_activity,122.35,2.93,3,6,63.19,7.08,3.53,2.68,2.61,31.34,Moderate
3-174840-A-43,3-174840-A-43.wav,3,43,car_horn,False,traffic,87.17,12.0,5,1,58.07,5.84,3.67,3.48,3.23,36.92,Moderate
3-174866-A-29,3-174866-A-29.wav,3,29,drinking_sipping,False,human_activity,40.4,2.19,12,4,83.93,8.78,1.29,1.69,1.02,4.77,Low
3-177082-A-22,3-177082-A-22.wav,3,22,clapping,False,human_activity,83.57,1.9,17,6,80.97,9.0,1.48,1.38,1.37,10.03,Low
3-177083-A-22,3-177083-A-22.wav,3,22,clapping,False,human_activity,87.93,1.36,2,4,75.29,9.46,1.34,1.61,1.03,8.31,Low
3-178096-A-6,3-178096-A-6.wav,3,6,hen,False,natural,67.48,12.0,19,1,77.61,7.54,1.0,1.9,1.36,12.34,Low
3-180147-A-30,3-180147-A-30.wav,3,30,door_wood_knock,False,human_activity,57.71,0.62,20,5,78.41,7.95,1.03,1.05,1.3,9.66,Low
3-180256-A-0,3-180256-A-0.wav,3,0,dog,True,natural,54.68,1.88,9,3,79.36,8.68,1.86,1.0,1.0,8.59,Low
3-180977-A-0,3-180977-A-0.wav,3,0,dog,True,natural,79.33,12.0,11,5,85.19,8.39,1.26,1.0,1.0,1.04,Low
3-181132-A-14,3-181132-A-14.wav,3,14,chirping_birds,False,natural,49.01,1.26,12,5,89.84,8.24,1.0,1.0,1.71,4.43,Low
3-181278-A-22,3-181278-A-22.wav,3,22,clapping,False,human_activity,73.02,0.9,7,0,93.36,7.39,1.0,1.0,1.34,6.79,Low
3-182023-A-30,3-182023-A-30.wav,3,30,door_wood_knock,False,human_activity,53.47,0.55,10,6,87.36,8.7,1.1,1.0,1.64,0.35,Low
3-182025-A-30,3-182025-A-30.wav,3,30,door_wood_knock,False,human_activity,59.38,3.12,22,1,84.92,7.94,1.17,1.41,1.13,4.24,Low
3-182710-A-35,3-182710-A-35.wav,3,35,washing_machine,False,human_activity,69.58,2.96,5,1,87.87,7.94,1.59,1.0,1.0,9.33,Low
3-182710-B-35,3-182710-B-35.wav,3,35,washing_machine,False,human_activity,69.37,1.63,17,2,88.33,9.18,1.0,1.09,1.83,4.24,Low
3-185313-A-31,3-185313-A-31.wav,3,31,mouse_click,False,human_activity,29.73,1.14,23,6,82.73,8.9,1.05,1.8,1.41,4.47,Low
3-185456-A-29,3-185456-A-29.wav,3,29,drinking_sipping,False,human_activity,33.16,6.34,14,2,85.53,9.97,1.41,1.0,1.04,0.68,Low
3-187549-A-6,3-187549-A-6.wav,3,6,hen,False,natural,65.24,0.15,16,2,77.12,8.01,1.0,1.33,1.0,7.3,Low
3-187549-B-6,3-187549-B-6.wav,3,6,hen,False,natural,67.26,1.24,16,5,86.3,9.78,1.66,1.0,1.0,3.19,Low
3-187710-A-11,3-187710-A-11.wav,3,11,sea_waves,True,natural,61.39,0.6,13,4,87.58,8.17,1.43,1.45,1.09,6.95,Low
3-188390-A-6,3-188390-A-6.wav,3,6,hen,False,natural,55.7,0.84,13,1,88.23,8.73,1.0,1.0,1.0,0.0,Low
3-188726-A-35,3-188726-A-35.wav,3,35,washing_machine,False,human_activity,68.32,1.36,7,0,75.73,9.3,1.39,1.74,1.0,2.62,Low
3-193767-A-47,3-193767-A-47.wav,3,47,airplane,False,aircraft,103.95,0.3,11,4,75.11,8.26,1.47,2.61,1.74,15.62,Low
3-197408-A-8,3-197408-A-8.wav,3,8,sheep,False,natural,69.96,9.6,9,4,78.82,8.22,1.0,2.04,1.31,8.68,Low
3-197408-B-8,3-197408-B-8.wav,3,8,sheep,False,natural,62.3,0.44,20,3,80.17,8.96,1.03,1.17,1.51,0.67,Low
3-197408-C-8,3-197408-C-8.wav,3,8,sheep,False,natural,69.08,8.94,18,0,73.75,8.61,1.0,1.55,1.0,4.58,Low
3-197435-A-22,3-197435-A-22.wav,3,22,clapping,False,human_activity,72.24,0.7,17,5,80.41,7.85,2.01,1.0,1.92,7.73,Low
3-197435-B-22,3-197435-B-22.wav,3,22,clapping,False,human_activity,76.58,0.36,11,5,78.04,7.59,1.91,1.4,1.53,8.17,Low
3-203371-A-39,3-203371-A-39.wav,3,39,glass_breaking,False,human_activity,86.14,0.65,10,1,94.15,8.43,1.0,1.3,1.69,6.7,Low
3-203373-A-39,3-203373-A-39.wav,3,39,glass_breaking,False,human_activity,65.95,0.26,17,3,82.02,7.9,1.5,1.58,1.24,5.28,Low
3-203374-A-39,3-203374-A-39.wav,3,39,glass_breaking,False,human_activity,82.2,1.57,23,0,92.56,7.98,1.0,2.37,1.66,10.82,Low
3-203375-A-39,3-203375-A-39.wav,3,39,glass_breaking,False,human_activity,86.73,0.89,5,0,86.29,8.73,1.0,1.42,1.0,6.88,Low
3-203377-A-39,3-203377-A-39.wav,3,39,glass_breaking,False,human_activity,77.66,1.94,2,0,91.29,7.81,1.4,1.94,1.91,10.76,Low
3-20861-A-8,3-20861-A-8.wav,3,8,sheep,False,natural,74.85,2.66,1,0,78.17,8.15,1.23,1.84,2.09,6.89,Low
3-208820-A-49,3-208820-A-49.wav,3,49,hand_saw,False,construction,119.31,3.33,23,4,40.78,6.02,5.32,4.27,3.3,54.78,High
3-216280-A-39,3-216280-A-39.wav,3,39,glass_breaking,False,human_activity,78.56,0.38,7,0,88.69,7.55,1.49,1.3,1.0,7.17,Low
3-216281-A-39,3-216281-A-39.wav,3,39,glass_breaking,False,human_activity,90.92,0.6,23,5,87.16,8.34,1.15,1.0,2.18,7.15,Low
3-216284-A-39,3-216284-A-39.wav,3,39,glass_breaking,False,human_activity,67.7,0.49,20,5,81.06,8.87,1.0,1.14,1.0,7.17,Low
3-233151-A-2,3-233151-A-2.wav,3,2,pig,False,natural,52.06,0.31,5,4,79.73,8.41,1.0,1.71,1.0,7.39,Low
3-243726-A-43,3-243726-A-43.wav,3,43,car_horn,False,traffic,101.86,12.0,10,4,56.52,6.33,5.8,3.76,3.62,48.58,Moderate
3-246513-A-16,3-246513-A-16.wav,3,16,wind,False,natural,46.18,0.33,10,0,86.14,8.95,1.0,1.45,1.0,1.94,Low
3-246513-B-16,3-246513-B-16.wav,3,16,wind,False,natural,30.37,10.41,10,5,86.1,8.28,1.41,1.91,1.14,3.25,Low
3-249913-A-25,3-249913-A-25.wav,3,25,footsteps,False,human_activity,61.16,1.75,0,4,81.42,9.58,1.38,1.0,1.0,2.41,Low
3-251617-A-48,3-251617-A-48.wav,3,48,fireworks,False,human_activity,126.5,0.38,7,6,82.95,7.14,2.07,1.65,1.35,14.12,Low
3-253081-A-2,3-253081-A-2.wav,3,2,pig,False,natural,71.33,0.48,6,0,77.7,8.39,1.56,1.0,1.0,4.95,Low
3-253084-A-2,3-253084-A-2.wav,3,2,pig,False,natural,67.19,0.24,10,4,100.0,9.04,1.0,1.0,1.21,0.93,Low
3-253084-B-2,3-253084-B-2.wav,3,2,pig,False,natural,69.05,12.0,14,3,83.01,7.61,1.84,1.0,1.0,9.62,Low
3-253084-C-2,3-253084-C-2.wav,3,2,pig,False,natural,73.68,0.87,1,2,79.26,8.99,1.89,1.0,1.0,3.86,Low
3-253084-D-2,3-253084-D-2.wav,3,2,pig,False,natural,77.09,1.52,10,2,79.84,9.35,1.59,1.39,1.79,4.08,Low
3-253084-E-2,3-253084-E-2.wav,3,2,pig,False,natural,57.53,4.14,14,3,87.34,8.83,1.7,1.26,1.0,4.69,Low
3-257858-A-2,3-257858-A-2.wav,3,2,pig,False,natural,59.51,5.93,6,1,86.5,8.13,1.58,1.14,1.15,7.37,Low
3-259622-A-44,3-259622-A-44.wav,3,44,engine,False,traffic,81.42,12.0,2,0,63.5,6.22,3.36,2.87,2.18,35.89,Moderate
3-51376-A-42,3-51376-A-42.wav,3,42,siren,False,traffic,105.87,10.14,19,6,31.9,4.48,7.08,6.51,5.09,81.46,Severe
3-51731-A-42,3-51731-A-42.wav,3,42,siren,False,traffic,116.53,12.0,18,4,20.0,3.33,8.62,8.48,6.86,100.0,Severe
3-51731-B-42,3-51731-B-42.wav,3,42,siren,False,traffic,120.76,0.1,1,1,78.35,7.72,1.45,1.1,1.38,9.76,Low
3-51909-A-42,3-51909-A-42.wav,3,42,siren,False,traffic,108.94,1.84,15,4,56.31,6.7,4.07,3.79,2.9,40.62,Moderate
3-51909-B-42,3-51909-B-42.wav,3,42,siren,False,traffic,109.01,0.1,14,5,87.81,7.9,1.08,2.42,1.12,5.4,Low
3-58772-A-42,3-58772-A-42.wav,3,42,siren,False,traffic,117.7,2.18,7,2,64.41,5.95,5.08,3.43,3.53,48.84,Moderate
3-62878-A-42,3-62878-A-42.wav,3,42,siren,False,traffic,124.93,7.67,20,3,20.76,3.58,8.91,6.95,6.88,100.0,Severe
3-62878-B-42,3-62878-B-42.wav,3,42,siren,False,traffic,113.61,0.65,11,2,70.77,7.25,2.36,1.12,2.66,22.75,Low
3-65748-A-12,3-65748-A-12.wav,3,12,crackling_fire,True,natural,44.78,2.86,15,5,76.01,8.14,1.0,1.0,1.15,4.83,Low
3-68630-A-40,3-68630-A-40.wav,3,40,helicopter,True,aircraft,109.75,0.33,9,3,74.55,8.13,1.79,1.97,1.51,15.47,Low
3-68630-B-40,3-68630-B-40.wav,3,40,helicopter,True,aircraft,100.53,0.33,12,1,77.3,8.3,2.21,1.0,1.0,15.92,Low
3-68630-C-40,3-68630-C-40.wav,3,40,helicopter,True,aircraft,101.23,0.27,0,4,84.4,8.17,1.57,2.11,1.43,12.37,Low
3-70962-A-4,3-70962-A-4.wav,3,4,frog,False,natural,47.0,0.24,16,3,81.98,8.12,2.01,1.0,1.32,12.31,Low
3-70962-B-4,3-70962-B-4.wav,3,4,frog,False,natural,43.64,1.53,22,3,82.94,8.55,1.0,1.0,1.0,2.9,Low
3-70962-C-4,3-70962-C-4.wav,3,4,frog,False,natural,57.75,3.24,23,5,87.2,9.58,1.0,1.0,1.0,2.98,Low
3-71964-A-4,3-71964-A-4.wav,3,4,frog,False,natural,57.28,0.11,18,6,84.93,8.74,1.04,1.35,1.27,2.09,Low
3-71964-B-4,3-71964-B-4.wav,3,4,frog,False,natural,35.94,0.84,13,0,77.91,8.38,1.0,1.1,1.28,2.09,Low
3-71964-C-4,3-71964-C-4.wav,3,4,frog,False,natural,36.26,12.0,19,5,85.97,7.76,1.0,1.5,1.19,4.84,Low
3-83527-A-4,3-83527-A-4.wav,3,4,frog,False,natural,53.03,0.58,23,4,83.6,8.29,1.0,1.98,1.63,0.0,Low
3-87936-A-46,3-87936-A-46.wav,3,46,church_bells,False,human_activity,87.64,2.52,7,0,72.11,7.39,1.85,1.68,1.82,16.27,Low
3-87936-B-46,3-87936-B-46.wav,3,46,church_bells,False,human_activity,100.34,1.2,2,0,76.71,7.31,1.76,1.38,1.29,12.34,Low
3-92637-A-18,3-92637-A-18.wav,3,18,toilet_flush,False,human_activity,76.43,1.01,7,4,78.51,8.58,1.0,1.0,1.03,4.36,Low
3-93010-A-18,3-93010-A-18.wav,3,18,toilet_flush,False,human_activity,63.6,0.36,6,1,85.18,9.11,1.26,1.35,1.0,11.23,Low
3-94342-A-25,3-94342-A-25.wav,3,25,footsteps,False,human_activity,53.18,0.1,6,0,87.98,7.32,1.0,1.0,1.0,2.87,Low
3-94343-A-25,3-94343-A-25.wav,3,25,footsteps,False,human_activity,51.25,0.35,20,2,89.17,9.18,1.41,1.32,1.41,1.77,Low
3-94344-A-25,3-94344-A-25.wav,3,25,footsteps,False,human_activity,64.13,0.28,19,2,88.93,8.54,1.51,1.55,1.0,5.69,Low
3-94355-A-33,3-94355-A-33.wav,3,33,door_wood_creaks,False,human_activity,58.62,1.82,11,5,80.25,8.41,1.16,1.31,1.0,3.6,Low
3-95694-A-5,3-95694-A-5.wav,3,5,cat,False,natural,60.95,1.24,19,1,87.76,8.14,1.57,1.0,1.0,6.99,Low
3-95695-A-5,3-95695-A-5.wav,3,5,cat,False,natural,60.66,0.53,3,3,87.99,9.34,1.0,1.07,1.04,0.97,Low
3-95695-B-5,3-95695-B-5.wav,3,5,cat,False,natural,47.17,12.0,17,2,79.76,8.02,1.0,1.0,1.47,4.66,Low
3-95697-A-5,3-95697-A-5.wav,3,5,cat,False,natural,55.28,9.19,8,5,87.04,7.87,1.52,1.22,2.01,10.28,Low
3-95698-A-5,3-95698-A-5.wav,3,5,cat,False,natural,69.22,1.26,21,6,86.52,9.6,1.0,1.05,1.27,1.78,Low
3-96606-A-49,3-96606-A-49.wav,3,49,hand_saw,False,construction,98.39,0.27,13,4,77.98,7.07,1.12,1.02,1.78,11.88,Low
3-96606-B-49,3-96606-B-49.wav,3,49,hand_saw,False,construction,90.8,12.0,10,5,52.71,6.99,4.91,4.37,4.17,49.38,Moderate
3-97909-A-49,3-97909-A-49.wav,3,49,hand_saw,False,construction,98.56,12.0,6,5,50.71,4.89,5.06,5.63,4.03,60.67,High
3-97909-B-49,3-97909-B-49.wav,3,49,hand_saw,False,construction,101.28,3.87,15,5,66.76,6.3,4.26,4.27,3.66,42.74,Moderate
3-98193-A-46,3-98193-A-46.wav,3,46,church_bells,False,human_activity,98.5,2.25,11,5,81.5,8.33,1.92,1.0,1.67,12.5,Low
3-98771-A-18,3-98771-A-18.wav,3,18,toilet_flush,False,human_activity,74.8,1.1,18,6,88.96,9.68,1.0,1.0,1.0,6.8,Low
3-98869-A-46,3-98869-A-46.wav,3,46,church_bells,False,human_activity,67.47,0.58,13,1,87.5,8.57,1.02,1.48,1.0,7.56,Low
4-102844-A-49,4-102844-A-49.wav,4,49,hand_saw,False,construction,107.31,5.42,7,2,51.64,5.24,5.39,2.98,4.16,59.09,High
4-102844-B-49,4-102844-B-49.wav,4,49,hand_saw,False,construction,94.72,12.0,13,3,38.25,5.98,4.71,4.5,3.21,54.34,High
4-102844-C-49,4-102844-C-49.wav,4,49,hand_saw,False,construction,97.83,0.9,7,2,76.18,8.27,1.82,1.0,2.24,18.59,Low
4-102871-A-42,4-102871-A-42.wav,4,42,siren,False,traffic,106.62,0.1,7,0,78.43,8.35,1.1,1.0,1.08,4.24,Low
4-107117-A-33,4-107117-A-33.wav,4,33,door_wood_creaks,False,human_activity,46.83,0.85,10,5,82.67,8.4,1.0,1.37,1.38,4.82,Low
4-107120-A-33,4-107120-A-33.wav,4,33,door_wood_creaks,False,human_activity,60.6,0.7,16,1,85.81,9.89,1.0,1.0,1.27,0.0,Low
4-107122-A-33,4-107122-A-33.wav,4,33,door_wood_creaks,False,human_activity,57.22,0.25,15,4,87.56,8.08,1.0,1.0,1.0,4.93,Low
4-108352-A-33,4-108352-A-33.wav,4,33,door_wood_creaks,False,human_activity,39.72,2.29,2,0,88.66,8.41,1.0,1.59,1.0,8.92,Low
4-111671-A-42,4-111671-A-42.wav,4,42,siren,False,traffic,120.54,12.0,8,5,20.0,1.64,8.23,7.63,7.23,100.0,Severe
4-111671-B-42,4-111671-B-42.wav,4,42,siren,False,traffic,111.45,12.0,2,5,22.11,3.72,8.16,7.27,5.39,97.27,Severe
4-117627-A-25,4-117627-A-25.wav,4,25,footsteps,False,human_activity,40.17,1.84,23,0,83.02,8.67,1.0,1.21,1.15,5.66,Low
4-117630-A-25,4-117630-A-25.wav,4,25,footsteps,False,human_activity,62.96,2.76,11,6,79.68,8.46,1.46,1.14,1.25,1.43,Low
4-119647-A-48,4-119647-A-48.wav,4,48,fireworks,False,human_activity,130.0,0.53,8,4,73.28,7.83,1.41,1.0,1.33,7.61,Low
4-119647-B-48,4-119647-B-48.wav,4,48,fireworks,False,human_activity,97.89,0.57,10,0,79.84,7.4,1.85,1.0,1.0,14.55,Low
4-119647-C-48,4-119647-C-48.wav,4,48,fireworks,False,human_activity,111.52,1.64,18,5,64.6,8.29,1.27,1.36,2.29,14.94,Low
4-119647-D-48,4-119647-D-48.wav,4,48,fireworks,False,human_activity,130.0,0.63,5,5,83.9,8.24,1.65,1.47,1.39,14.02,Low
4-119648-A-48,4-119648-A-48.wav,4,48,fireworks,False,human_activity,117.85,0.71,13,2,74.67,9.31,1.84,1.76,1.6,11.19,Low
4-119648-B-48,4-119648-B-48.wav,4,48,fireworks,False,human_activity,130.0,0.54,8,0,78.47,7.91,1.97,1.57,2.14,13.23,Low
4-119648-C-48,4-119648-C-48.wav,4,48,fireworks,False,human_activity,130.0,1.21,2,3,67.45,8.03,1.51,1.53,2.04,19.75,Low
4-119648-D-48,4-119648-D-48.wav,4,48,fireworks,False,human_activity,110.06,0.64,8,4,76.73,8.44,1.0,2.24,2.15,11.49,Low
4-119720-A-18,4-119720-A-18.wav,4,18,toilet_flush,False,human_activity,71.04,1.19,0,2,83.66,7.75,1.0,2.11,1.0,7.72,Low
4-120160-A-5,4-120160-A-5.wav,4,5,cat,False,natural,70.56,0.39,3,5,85.85,9.13,1.31,1.62,1.0,5.58,Low
4-121532-A-42,4-121532-A-42.wav,4,42,siren,False,traffic,116.34,12.0,19,5,20.52,3.14,9.06,8.0,6.76,100.0,Severe
4-123680-A-18,4-123680-A-18.wav,4,18,toilet_flush,False,human_activity,77.38,1.25,15,6,86.86,7.39,1.0,1.24,1.02,6.78,Low
4-125070-A-19,4-125070-A-19.wav,4,19,thunderstorm,False,natural,94.07,4.92,15,4,84.21,8.85,1.2,1.24,1.19,8.81,Low
4-125071-A-19,4-125071-A-19.wav,4,19,thunderstorm,False,natural,116.21,1.13,16,0,82.93,7.88,1.02,2.14,2.01,6.65,Low
4-125072-A-19,4-125072-A-19.wav,4,19,thunderstorm,False,natural,95.1,7.77,9,4,75.59,8.55,1.0,1.0,1.3,9.72,Low
4-125072-B-19,4-125072-B-19.wav,4,19,thunderstorm,False,natural,93.05,0.62,21,4,90.51,8.37,1.85,1.0,1.41,8.48,Low
4-125825-A-46,4-125825-A-46.wav,4,46,church_bells,False,human_activity,74.07,2.59,9,2,74.67,8.22,1.46,1.0,1.29,9.76,Low
4-125825-B-46,4-125825-B-46.wav,4,46,church_bells,False,human_activity,102.23,1.44,18,6,76.72,7.2,2.31,1.15,1.0,12.71,Low
